INSP,Inspire Medical Systems Inc. Common Stock,$220.06,-2.63,-1.181%,6020423266.00,United States,1998,114174,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,/market-activity/stocks/insp
INST,Instructure Holdings Inc. Common Stock,$23.09,-0.70,-2.942%,3242386743.00,,2021,28724,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/inst
INSW,International Seaways Inc. Common Stock ,$15.07,-0.10,-0.659%,747653126.00,,2016,368151,Transportation,Marine Transportation,/market-activity/stocks/insw
INT,World Fuel Services Corporation Common Stock,$28.35,-0.69,-2.376%,1840982916.00,United States,,211169,Energy,Oil Refining/Marketing,/market-activity/stocks/int
INVH,Invitation Homes Inc. Common Stock,$42.63,0.81,1.937%,25440248573.00,United States,2017,1584403,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/invh
IO,Ion Geophysical Corporation Common Stock,$0.5452,-0.0517,-8.661%,16147210.00,United States,,1981428,Energy,Oilfield Services/Equipment,/market-activity/stocks/io
IONQ,IonQ Inc. Common Stock,$11.47,-0.73,-5.984%,2207827083.00,United States,2021,3144696,Capital Goods,Wholesale Distributors,/market-activity/stocks/ionq
IOT,Samsara Inc. Class A Common Stock,$20.92,-0.30,-1.414%,10467766759.00,,2021,1557333,Technology,Retail: Computer Software & Peripheral Equipment,/market-activity/stocks/iot
IP,International Paper Company Common Stock,$47.97,-0.08,-0.166%,18577014217.00,United States,,1330325,Basic Industries,Containers/Packaging,/market-activity/stocks/ip
IPG,Interpublic Group of Companies Inc. (The) Common Stock,$36.015,-0.185,-0.511%,14181095689.00,United States,,1904843,Technology,Advertising,/market-activity/stocks/ipg
IPI,Intrepid Potash Inc Common Stock,$46.66,4.93,11.814%,627254113.00,United States,2008,204842,Basic Industries,Major Chemicals,/market-activity/stocks/ipi
IPOD,Social Capital Hedosophia Holdings Corp. IV Class A Ordinary Shares,$9.891,0.031,0.314%,568732500.00,United States,2020,131554,Finance,Business Services,/market-activity/stocks/ipod
IPOF,Social Capital Hedosophia Holdings Corp. VI Class A Ordinary Shares,$9.92,0.03,0.303%,1426000000.00,United States,2020,677415,Finance,Business Services,/market-activity/stocks/ipof
IPVA,InterPrivate II Acquisition Corp. Class A Common Stock,$9.70,-0.01,-0.103%,315674375.00,,2021,329,,,/market-activity/stocks/ipva
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock,$9.93,-0.02,-0.201%,330035963.00,,2021,394,,,/market-activity/stocks/ipvf
IQI,Invesco Quality Municipal Income Trust Common Stock,$12.27,-0.03,-0.244%,648884189.00,United States,,75124,Finance,Finance Companies,/market-activity/stocks/iqi
IQV,IQVIA Holdings Inc. Common Stock,$254.53,7.43,3.007%,48625284190.00,United States,2013,524642,Health Care,Managed Health Care,/market-activity/stocks/iqv
IR,Ingersoll Rand Inc. Common Stock,$56.60,-0.21,-0.37%,23069289775.00,United States,2017,565153,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/ir
IRL,New Ireland Fund Inc (The) Common Stock,$10.96,0.25,2.334%,39893326.00,United States,1990,797,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/irl
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,$46.63,0.51,1.106%,13501693092.00,United States,,833616,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/irm
IRNT,IronNet Inc. Common Stock,$3.14,-0.30,-8.721%,278576498.00,United States,2020,374008,Technology,EDP Services,/market-activity/stocks/irnt
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,$9.86,-0.01,-0.101%,283475000.00,,2022,113206,,,/market-activity/stocks/irrx
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,$4.35,-0.15,-3.333%,286537632.00,Argentina,,13002,Consumer Services,Homebuilding,/market-activity/stocks/irs
IRT,Independence Realty Trust Inc. Common Stock,$23.85,0.73,3.157%,5269249427.00,United States,2013,1306480,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/irt
IS,ironSource Ltd. Class A Ordinary Shares,$6.74,-0.23,-3.30%,6842667144.00,,2021,1024972,,,/market-activity/stocks/is
ISD,PGIM High Yield Bond Fund Inc.,$15.63,0.00,0.00%,519802596.00,United States,2012,57193,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/isd
IT,Gartner Inc. Common Stock,$299.985,4.245,1.435%,24670469415.00,United States,1993,135537,Finance,Diversified Commercial Services,/market-activity/stocks/it
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),$3.34,0.01,0.30%,2154634237.00,Chile,,4887,Finance,Commercial Banks,/market-activity/stocks/itcb
ITGR,Integer Holdings Corporation Common Stock,$78.50,-0.64,-0.809%,2591981060.00,United States,,35346,Health Care,Medical/Dental Instruments,/market-activity/stocks/itgr
ITT,ITT Inc. Common Stock ,$93.47,0.68,0.733%,8001032000.00,United States,2011,183638,Capital Goods,Fluid Controls,/market-activity/stocks/itt
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),$4.705,-0.085,-1.775%,46014385381.00,Brazil,,22381139,Finance,Commercial Banks,/market-activity/stocks/itub
ITW,Illinois Tool Works Inc. Common Stock,$235.30,2.26,0.97%,73856134593.00,United States,,901754,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/itw
IVAN,Ivanhoe Capital Acquisition Corp. Class A Ordinary Shares,$7.79,-0.34,-4.182%,268755000.00,,2021,166241,Finance,Business Services,/market-activity/stocks/ivan
IVC,Invacare Corporation Common Stock,$2.17,-0.11,-4.825%,75992710.00,United States,,307267,Health Care,Industrial Specialties,/market-activity/stocks/ivc
IVH,Delaware Ivy High Income Opportunities Fund,$13.3597,0.0797,0.60%,221370229.00,,2013,32809,Finance,Investment Managers,/market-activity/stocks/ivh
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,$2.635,-0.045,-1.679%,821436903.00,United States,2009,2586927,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/ivr
IVT,InvenTrust Properties Corp. Common Stock,$26.69,-0.03,-0.112%,1901966846.00,,2021,82078,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/ivt
IVZ,Invesco Ltd Common Stock,$22.045,-0.365,-1.629%,10167154000.00,United States,,3338248,Finance,Investment Managers,/market-activity/stocks/ivz
IX,Orix Corp Ads Common Stock,$105.31,1.21,1.162%,25176738455.00,Japan,,13368,Finance,Diversified Financial Services,/market-activity/stocks/ix
J,Jacobs Engineering Group Inc. Common Stock,$131.78,1.67,1.284%,17059365626.00,United States,,208020,Capital Goods,Oilfield Services/Equipment,/market-activity/stocks/j
JATT,JATT Acquisition Corp Class A Ordinary Shares,$9.84,0.02,0.204%,169740000.00,,2021,5177,,,/market-activity/stocks/jatt
JBGS,JBG SMITH Properties Common Shares ,$27.64,0.16,0.582%,3585606988.00,United States,2017,231959,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/jbgs
JBI,Janus International Group Inc. Common Stock,$10.385,-0.315,-2.944%,1522043431.00,,2021,179827,,,/market-activity/stocks/jbi
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,$29.3501,0.00,0.00%,0.00,United States,,103,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jbk
JBL,Jabil Inc. Common Stock,$62.30,0.10,0.161%,8939076687.00,United States,1993,887675,Technology,Electrical Products,/market-activity/stocks/jbl
JBT,John Bean Technologies Corporation Common Stock,$134.69,-0.91,-0.671%,4278849026.00,United States,,50591,Capital Goods,Diversified Manufacture,/market-activity/stocks/jbt
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,$16.70,0.12,0.724%,267688993.00,United States,2007,35376,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jce
JCI,Johnson Controls International plc Ordinary Share,$71.79,-0.52,-0.719%,50423602761.00,Switzerland,,3069496,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/jci
JCO,Nuveen Credit Opportunities 2022 Target Term Fund Common Shares of Beneficial Interest,$8.105,0.005,0.062%,225028987.00,United States,2017,37542,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jco
JEF,Jefferies Financial Group Inc. Common Stock,$37.00,0.13,0.353%,8948673702.00,United States,,844884,Finance,Finance/Investors Services,/market-activity/stocks/jef
JELD,JELD-WEN Holding Inc. Common Stock,$23.69,-0.08,-0.337%,2170570617.00,United States,2017,189047,,,/market-activity/stocks/jeld
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,$7.57,0.07,0.933%,107861039.00,,2017,7289,Finance,Investment Managers,/market-activity/stocks/jemd
JEQ,Aberdeen Japan Equity Fund Inc.  Common Stock,$7.82,0.02,0.256%,104854752.00,United States,1992,30669,Finance,Finance Companies,/market-activity/stocks/jeq
JFR,Nuveen Floating Rate Income Fund Common Stock,$10.2899,0.0099,0.096%,585685344.00,United States,2004,98280,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jfr
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,$15.24,-0.04,-0.262%,353223469.00,United States,2014,19438,Finance,Investment Managers,/market-activity/stocks/jgh
JHAA,Nuveen Corporate Income 2023 Target Term Fund,$9.7998,-0.0002,-0.002%,76691353.00,,2018,3058,Finance,Finance/Investors Services,/market-activity/stocks/jhaa
JHG,Janus Henderson Group plc Ordinary Shares,$38.015,0.245,0.649%,6426289544.00,,2017,520474,Finance,Investment Managers,/market-activity/stocks/jhg
JHI,John Hancock Investors Trust Common Stock,$17.54,0.07,0.401%,152925630.00,United States,,12807,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jhi
JHS,John Hancock Income Securities Trust Common Stock,$14.2797,0.0297,0.208%,166309740.00,United States,,25496,Finance,Finance Companies,/market-activity/stocks/jhs
JHX,James Hardie Industries plc American Depositary Shares (Ireland),$33.79,0.26,0.775%,15048165718.00,Ireland,,23473,Capital Goods,Building Materials,/market-activity/stocks/jhx
JILL,J. Jill Inc. Common Stock,$15.01,-0.56,-3.597%,149920345.00,,2017,19304,Consumer Services,Clothing/Shoe/Accessory Stores,/market-activity/stocks/jill
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),$42.49,-2.39,-5.325%,2026442768.00,China,2010,514391,Technology,Semiconductors,/market-activity/stocks/jks
JLL,Jones Lang LaSalle Incorporated Common Stock,$257.255,4.925,1.952%,12983250557.00,United States,,87386,Finance,Real Estate,/market-activity/stocks/jll
JLS,Nuveen Mortgage and Income Fund,$19.98,-0.09,-0.448%,109639051.00,United States,2009,8383,Finance,Investment Managers,/market-activity/stocks/jls
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,$8.93,-0.56,-5.901%,880431775.00,,2019,3446754,Consumer Services,Catalog/Specialty Distribution,/market-activity/stocks/jmia
JMM,Nuveen Multi-Market Income Fund (MA),$7.04,-0.04,-0.565%,66614944.00,United States,,6054,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jmm
JNJ,Johnson & Johnson Common Stock,$172.07,1.19,0.696%,452990960456.00,United States,,3549298,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/jnj
JNPR,Juniper Networks Inc. Common Stock,$34.37,0.33,0.969%,11067140000.00,United States,1999,2967035,Technology,Computer peripheral equipment,/market-activity/stocks/jnpr
JOBY,Joby Aviation Inc. Common Stock,$3.905,-0.195,-4.756%,2358207609.00,United States,2020,3418213,Transportation,Aerospace,/market-activity/stocks/joby
JOE,St. Joe Company (The) Common Stock,$47.4401,-0.7899,-1.638%,2793394013.00,United States,,50818,Consumer Services,Homebuilding,/market-activity/stocks/joe
JOF,Japan Smaller Capitalization Fund Inc Common Stock,$7.755,0.135,1.772%,219729340.00,United States,1990,29651,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jof
JP,Jupai Holdings Limited American Depositary Shares each representing six ordinary shares,$0.80,0.0422,5.569%,26580139.00,,2015,260700,Consumer Services,Other Consumer Services,/market-activity/stocks/jp
JPC,Nuveen Preferred & Income Opportunities Fund,$9.35,0.04,0.43%,970948487.00,United States,2003,256528,Finance,Investment Managers,/market-activity/stocks/jpc
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,$24.54,0.07,0.286%,558684094.00,,2012,15055,Finance,Finance Companies,/market-activity/stocks/jpi
JPM,JP Morgan Chase & Co. Common Stock,$149.75,-1.40,-0.926%,440878975000.00,United States,,7736136,Finance,Major Banks,/market-activity/stocks/jpm
JPS,Nuveen Preferred & Income Securities Fund,$9.427,0.007,0.074%,1930277752.00,United States,2002,588942,Finance,Investment Managers,/market-activity/stocks/jps
JPT,Nuveen Preferred and Income 2022 Term Fund Common Shares of Beneficial Interest,$23.8759,-0.0341,-0.143%,163460165.00,United States,2017,894,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/jpt
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,$6.4901,-0.0299,-0.459%,880117853.00,United States,2003,198487,Finance,Finance Companies,/market-activity/stocks/jqc
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,$15.58,0.13,0.841%,427728334.00,United States,2012,38139,Finance,Finance Companies,/market-activity/stocks/jri
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,$10.32,0.06,0.585%,418385370.00,United States,2004,299704,Finance,Investment Managers,/market-activity/stocks/jro
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,$11.71,0.18,1.561%,338330835.00,United States,2001,50122,Finance,Finance/Investors Services,/market-activity/stocks/jrs
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,$14.95,-0.02,-0.134%,150780438.00,United States,2011,23623,Finance,Finance Companies,/market-activity/stocks/jsd
JT,Jianpu Technology Inc. American depositary shares,$0.89,-0.02,-2.198%,18851423.00,,2017,75090,Technology,EDP Services,/market-activity/stocks/jt
JUN,Juniper II Corp. Class A Common Stock,$9.85,-0.02,-0.203%,368143750.00,,2021,228,,,/market-activity/stocks/jun
JW/A,John Wiley & Sons Inc.,$51.98,-0.29,-0.555%,,United States,,76879,,,/market-activity/stocks/jw/a
JW/B,John Wiley & Sons Inc.,$51.8801,0.00,0.00%,,United States,,2,,,/market-activity/stocks/jw/b
JWN,Nordstrom Inc. Common Stock,$22.14,-0.92,-3.99%,3527198853.00,United States,,2860749,Consumer Services,Clothing/Shoe/Accessory Stores,/market-activity/stocks/jwn
JWSM,Jaws Mustang Acquisition Corp. Class A Ordinary Shares,$9.76,0.01,0.103%,1262700000.00,,2021,996904,Finance,Business Services,/market-activity/stocks/jwsm
JXN,Jackson Financial Inc. Class A Common Stock ,$38.00,-0.37,-0.964%,3589645034.00,,2021,333142,Finance,Finance/Investors Services,/market-activity/stocks/jxn
K,Kellogg Company Common Stock,$63.46,0.23,0.364%,21647653078.00,United States,,1177566,Consumer Non-Durables,Packaged Foods,/market-activity/stocks/k
KAHC,KKR Acquisition Holdings I Corp. Class A Common Stock,$9.7214,-0.0036,-0.037%,1676941500.00,,2021,4855,,,/market-activity/stocks/kahc
KAI,Kadant Inc Common Stock,$207.16,-3.97,-1.88%,2403897484.00,United States,,14593,Technology,Industrial Machinery/Components,/market-activity/stocks/kai
KAMN,Kaman Corporation Common Stock,$40.115,-0.145,-0.36%,1117212097.00,United States,,49235,Capital Goods,Military/Government/Technical,/market-activity/stocks/kamn
KAR,KAR Auction Services Inc Common Stock,$14.235,-0.125,-0.87%,1724633041.00,United States,2009,1100023,,,/market-activity/stocks/kar
KB,KB Financial Group Inc,$50.84,0.24,0.474%,19809009591.00,South Korea,,75028,Finance,Commercial Banks,/market-activity/stocks/kb
KBH,KB Home Common Stock,$42.49,1.01,2.435%,3748503832.00,United States,1986,788874,,,/market-activity/stocks/kbh
KBR,KBR Inc. Common Stock,$45.52,0.62,1.381%,6385787675.00,United States,2006,618946,Capital Goods,Oilfield Services/Equipment,/market-activity/stocks/kbr
KCGI,Kensington Capital Acquisition Corp. V Class A Ordinary Shares,$9.86,0.00,0.00%,340170000.00,,2021,1991648,,,/market-activity/stocks/kcgi
KD,Kyndryl Holdings Inc. Common Stock,$16.28,-0.45,-2.69%,3648934747.00,,2021,1074954,Technology,EDP Services,/market-activity/stocks/kd
KEN,Kenon Holdings Ltd. Ordinary Shares,$55.30,-1.13,-2.002%,2979515170.00,Singapore,2015,20388,Public Utilities,Electric Utilities: Central,/market-activity/stocks/ken
KEP,Korea Electric Power Corporation Common Stock,$8.735,-0.035,-0.399%,11215112425.00,South Korea,1994,104578,Consumer Durables,Electrical Products,/market-activity/stocks/kep
KEX,Kirby Corporation Common Stock,$64.60,-1.30,-1.973%,3883170600.00,United States,,157744,Transportation,Marine Transportation,/market-activity/stocks/kex
KEY,KeyCorp Common Stock,$25.715,0.165,0.646%,23885377750.00,United States,,3256509,Finance,Major Banks,/market-activity/stocks/key
KEYS,Keysight Technologies Inc. Common Stock,$170.52,1.46,0.864%,31164687760.00,United States,2014,609724,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/keys
KF,Korea Fund Inc. (The) New Common Stock,$31.995,0.1451,0.456%,161285163.00,United States,,1444,Finance,Investment Managers,/market-activity/stocks/kf
KFS,Kingsway Financial Services Inc. Common Stock (DE),$5.28,-0.02,-0.377%,127292743.00,Canada,,439,,,/market-activity/stocks/kfs
KFY,Korn Ferry Common Stock,$67.72,-0.23,-0.338%,3684932468.00,United States,1999,120711,Technology,Diversified Commercial Services,/market-activity/stocks/kfy
KGC,Kinross Gold Corporation Common Stock,$5.58,0.11,2.011%,6993972000.00,Canada,,13759173,,,/market-activity/stocks/kgc
KIM,Kimco Realty Corporation Common Stock,$24.52,0.36,1.49%,15114815982.00,United States,,2065142,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/kim
KIND,Nextdoor Holdings Inc. Class A Common Stock,$5.44,-0.25,-4.394%,2083289556.00,United States,,1332526,Consumer Services,EDP Services,/market-activity/stocks/kind
KIO,KKR Income Opportunities Fund Common Shares,$15.9601,-0.0499,-0.312%,324633461.00,,2013,15122,Finance,Investment Managers,/market-activity/stocks/kio
KKR,KKR & Co. Inc. Common Stock,$72.63,0.17,0.235%,42489220230.00,United States,,1321914,Finance,Investment Managers,/market-activity/stocks/kkr
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,$24.49,-0.19,-0.77%,0.00,,2021,23805,,,/market-activity/stocks/kkrs
KL,Kirkland Lake Gold Ltd. Common Shares,$38.91,1.11,2.937%,10260441321.00,,,1005108,,,/market-activity/stocks/kl
KLR,Kaleyra Inc. Common Stock,$8.71,-0.24,-2.682%,363056935.00,United States,2018,111282,Technology,Internet and Information Services,/market-activity/stocks/klr
KMB,Kimberly-Clark Corporation Common Stock,$135.881,-1.379,-1.005%,45764720800.00,United States,,1381988,Basic Industries,Paper,/market-activity/stocks/kmb
KMF,Kayne Anderson NextGen Energy & Infrastructure Inc.,$7.71,0.07,0.916%,363892432.00,,2010,64367,Finance,Investment Managers,/market-activity/stocks/kmf
KMI,Kinder Morgan Inc. Common Stock,$17.43,0.02,0.115%,39471674422.00,United States,2011,10172049,Public Utilities,Natural Gas Distribution,/market-activity/stocks/kmi
KMPR,Kemper Corporation,$53.065,0.365,0.693%,3377754086.00,United States,,466521,Finance,Property-Casualty Insurers,/market-activity/stocks/kmpr
KMT,Kennametal Inc. Common Stock,$34.45,-0.80,-2.27%,2881571146.00,United States,,234620,Capital Goods,Industrial Machinery/Components,/market-activity/stocks/kmt
KMX,CarMax Inc,$109.72,-1.24,-1.118%,17739514898.00,United States,,771319,Consumer Services,Other Specialty Stores,/market-activity/stocks/kmx
KN,Knowles Corporation Common Stock,$21.425,0.035,0.164%,1978501716.00,,2014,456829,Consumer Non-Durables,Consumer Electronics/Appliances,/market-activity/stocks/kn
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,$14.96,-0.11,-0.73%,502393691.00,United Kingdom,2013,54848,Transportation,Marine Transportation,/market-activity/stocks/knop
KNSL,Kinsale Capital Group Inc. Common Stock,$202.74,2.69,1.345%,4626292635.00,United States,,51982,Finance,Property-Casualty Insurers,/market-activity/stocks/knsl
KNX,Knight-Swift Transportation Holdings Inc.,$57.2525,0.4825,0.85%,9501461673.00,United States,2017,913247,Transportation,Trucking Freight/Courier Services,/market-activity/stocks/knx
KO,Coca-Cola Company (The) Common Stock,$60.955,0.395,0.652%,263290260485.00,United States,,12114927,Consumer Non-Durables,Beverages (Production/Distribution),/market-activity/stocks/ko
KODK,Eastman Kodak Company Common New,$4.005,-0.085,-2.078%,315002061.00,United States,,794743,Miscellaneous,Business Services,/market-activity/stocks/kodk
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),$54.01,1.21,2.292%,11346595036.00,Mexico,1993,77693,Consumer Non-Durables,Beverages (Production/Distribution),/market-activity/stocks/kof
KOP,Koppers Holdings Inc. Koppers Holdings Inc. Common Stock,$31.01,0.22,0.715%,660708828.00,United States,2006,26360,Basic Industries,Industrial Specialties,/market-activity/stocks/kop
KORE,KORE Group Holdings Inc. Common Stock,$5.515,0.035,0.639%,397021717.00,,,54941,,,/market-activity/stocks/kore
KOS,Kosmos Energy Ltd. Common Shares (DE),$4.535,-0.175,-3.715%,2049316896.00,Bermuda,2011,6149143,Energy,Oil & Gas Production,/market-activity/stocks/kos
KR,Kroger Company (The) Common Stock,$44.12,-0.01,-0.023%,32439475484.00,United States,,4087525,Consumer Services,Food Chains,/market-activity/stocks/kr
KRA,Kraton Corporation Common Stock,$46.46,-0.12,-0.258%,1493602399.00,United States,2009,283287,Basic Industries,Major Chemicals,/market-activity/stocks/kra
KRC,Kilroy Realty Corporation Common Stock,$66.25,-0.38,-0.57%,7715586499.00,United States,1997,357592,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/krc
KREF,KKR Real Estate Finance Trust Inc. Common Stock,$21.24,0.03,0.141%,1303514348.00,United States,2017,175520,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/kref
KRG,Kite Realty Group Trust Common Stock,$20.875,0.115,0.554%,4571878235.00,United States,2004,509059,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/krg
KRO,Kronos Worldwide Inc Common Stock,$14.545,0.015,0.103%,1680673543.00,United States,,48356,Basic Industries,Major Chemicals,/market-activity/stocks/kro
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,$14.32,-0.14,-0.968%,860376503.00,United States,2017,153494,Energy,Oil & Gas Production,/market-activity/stocks/krp
KSM,DWS Strategic Municipal Income Trust,$11.33,0.01,0.088%,126940652.00,United States,1989,12959,Finance,Trusts Except Educational Religious and Charitable,/market-activity/stocks/ksm
KSS,Kohl's Corporation Common Stock,$58.55,-0.82,-1.381%,8147704589.00,United States,1992,2163645,Consumer Services,Department/Specialty Retail Stores,/market-activity/stocks/kss
KT,KT Corporation Common Stock,$13.13,0.06,0.459%,6192321914.00,South Korea,,192261,Public Utilities,Telecommunications Equipment,/market-activity/stocks/kt
KTB,Kontoor Brands Inc. Common Stock ,$49.61,-1.32,-2.592%,2843519836.00,,2019,217018,,,/market-activity/stocks/ktb
KTF,DWS Municipal Income Trust,$11.18,0.16,1.452%,441620476.00,United States,1988,59443,Finance,Finance Companies,/market-activity/stocks/ktf
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,$31.80,0.00,0.00%,0.00,United States,,21,Finance,Investment Managers,/market-activity/stocks/kth
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),$31.323,0.2032,0.653%,0.00,United States,,482,,,/market-activity/stocks/ktn
KUKE,Kuke Music Holding Limited American Depositary Shares each representing one Ordinary Share,$4.00,-0.28,-6.542%,118266892.00,,2021,14791,Consumer Services,Other Consumer Services,/market-activity/stocks/kuke
KW,Kennedy-Wilson Holdings Inc. Common Stock,$23.10,0.24,1.05%,3217465990.00,United States,,342338,Consumer Services,Real Estate,/market-activity/stocks/kw
KWAC,Kingswood Acquisition Corp. Class A Common Stock,$10.15,-0.01,-0.098%,146961850.00,,2021,219,,,/market-activity/stocks/kwac
KWR,Quaker Houghton Common Stock,$207.025,-0.855,-0.411%,3704604722.00,United States,,17545,Basic Industries,Automotive Aftermarket,/market-activity/stocks/kwr
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,$8.67,0.01,0.115%,1096300293.00,United States,2004,549791,Finance,Finance/Investors Services,/market-activity/stocks/kyn
L,Loews Corporation Common Stock,$61.24,0.66,1.089%,15535633391.00,United States,,252550,Finance,Property-Casualty Insurers,/market-activity/stocks/l
LAC,Lithium Americas Corp. Common Shares,$26.17,-0.85,-3.146%,3491078000.00,Canada,,1427941,,,/market-activity/stocks/lac
LAD,Lithia Motors Inc. Common Stock,$290.92,-5.01,-1.693%,8808929886.00,United States,,120029,Consumer Services,Other Specialty Stores,/market-activity/stocks/lad
LADR,Ladder Capital Corp Class A Common Stock,$11.76,-0.12,-1.01%,1475422160.00,,2014,195834,Consumer Services,Real Estate Investment Trusts,/market-activity/stocks/ladr
LAIX,LAIX Inc. American Depositary Shares each  representing one Class A Ordinary Share,$0.4901,-0.0074,-1.487%,24454955.00,,2018,9018,Miscellaneous,Service to the Health Industry,/market-activity/stocks/laix
LAW,CS Disco Inc. Common Stock,$33.17,-1.86,-5.31%,1911414351.00,United States,2021,206072,Technology,Computer Software: Prepackaged Software,/market-activity/stocks/law
LAZ,Lazard LTD. Lazard LTD. Class A Common Stock,$43.37,-0.84,-1.90%,4461642821.00,Bermuda,2005,474939,Finance,Investment Managers,/market-activity/stocks/laz
LBRT,Liberty Oilfield Services Inc. Class A Common Stock,$12.275,-0.455,-3.574%,2230565385.00,United States,2018,368293,Energy,Oilfield Services/Equipment,/market-activity/stocks/lbrt
LC,LendingClub Corporation Common Stock,$18.00,-1.43,-7.36%,1818790632.00,United States,2014,2122501,Finance,Finance Companies,/market-activity/stocks/lc
LCI,Lannett Co Inc Common Stock,$1.45,-0.10,-6.452%,62791020.00,United States,,151904,Health Care,Biotechnology: Pharmaceutical Preparations,/market-activity/stocks/lci
LCII,LCI Industries,$122.10,-2.38,-1.912%,3085774326.00,United States,,64755,Capital Goods,Auto Parts:O.E.M.,/market-activity/stocks/lcii
LCW,Learn CW Investment Corporation Class A Ordinary Shares,$9.75,0.0001,0.001%,280312500.00,,2021,54263,,,/market-activity/stocks/lcw
LDI,loanDepot Inc. Class A Common Stock,$4.0456,-0.4144,-9.291%,546148281.00,,2021,1594081,Finance,Finance: Consumer Services,/market-activity/stocks/ldi
LDOS,Leidos Holdings Inc. Common Stock,$89.83,1.26,1.423%,12606684349.00,United States,,336541,Technology,EDP Services,/market-activity/stocks/ldos
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,$24.767,-0.073,-0.294%,717448648.00,United States,2012,55582,Finance,Finance Companies,/market-activity/stocks/ldp
LEA,Lear Corporation Common Stock,$172.545,1.825,1.069%,10286539518.00,United States,,230859,Capital Goods,Auto Parts:O.E.M.,/market-activity/stocks/lea
LEAP,Ribbit LEAP Ltd. Class A Ordinary Shares,$9.85,-0.02,-0.203%,450413137.00,United States,2020,45738,Finance,Business Services,/market-activity/stocks/leap
LEG,Leggett & Platt Incorporated Common Stock,$39.29,-0.81,-2.02%,5240390109.00,United States,,728922,Consumer Durables,Home Furnishings,/market-activity/stocks/leg
LEJU,Leju Holdings Limited American Depositary Shares each representing one Ordinary share,$0.6902,-0.0198,-2.789%,94434959.00,,2014,3082,Finance,Real Estate,/market-activity/stocks/leju
